PER#,P#,THEATRE#,PDATE,PHOUR,PMINUTE,COMMENTS
843,4,5,29-MAY-18,14,30,Normal day time
844,4,5,30-MAY-18,19,30,Normal evening time
845,4,5,30-MAY-18,14,30,Normal day time
846,4,5,31-MAY-18,18,45,Earlier start evening
847,4,5,31-MAY-18,14,0,Earlier start day time
848,5,6,25-MAY-18,19,30,Normal evening time
849,5,6,26-MAY-18,19,30,Normal evening time
850,5,6,27-MAY-18,19,30,Normal evening time
851,5,6,27-MAY-18,14,30,Normal day time
852,5,6,28-MAY-18,19,30,Normal evening time
853,5,6,29-MAY-18,19,30,Normal evening time
854,5,6,29-MAY-18,14,30,Normal day time
855,5,6,30-MAY-18,19,30,Normal evening time
856,5,6,30-MAY-18,14,30,Normal day time
857,5,6,31-MAY-18,18,45,Earlier start evening
858,5,6,31-MAY-18,14,0,Earlier start day time
859,14,1,01-JUN-18,19,30,Normal evening time
860,14,1,02-JUN-18,19,30,Normal evening time
861,14,1,03-JUN-18,19,30,Normal evening time
862,14,1,03-JUN-18,14,30,Normal day time
863,14,1,04-JUN-18,19,30,Normal evening time
864,14,1,05-JUN-18,19,30,Normal evening time
865,14,1,05-JUN-18,14,30,Normal day time
866,14,1,06-JUN-18,19,30,Normal evening time
867,14,1,06-JUN-18,14,30,Normal day time
868,14,1,07-JUN-18,18,45,Earlier start evening
869,14,1,07-JUN-18,14,0,Earlier start day time
870,15,2,01-JUN-18,19,30,Normal evening time
871,15,2,02-JUN-18,19,30,Normal evening time
872,15,2,03-JUN-18,19,30,Normal evening time
873,15,2,03-JUN-18,14,30,Normal day time
874,15,2,04-JUN-18,19,30,Normal evening time
875,15,2,05-JUN-18,19,30,Normal evening time
876,15,2,05-JUN-18,14,30,Normal day time
877,15,2,06-JUN-18,19,30,Normal evening time
878,15,2,06-JUN-18,14,30,Normal day time
879,15,2,07-JUN-18,18,45,Earlier start evening
880,15,2,07-JUN-18,14,0,Earlier start day time
881,16,3,01-JUN-18,19,30,Normal evening time
882,16,3,02-JUN-18,19,30,Normal evening time
883,16,3,03-JUN-18,19,30,Normal evening time
884,16,3,03-JUN-18,14,30,Normal day time
885,16,3,04-JUN-18,19,30,Normal evening time
886,16,3,05-JUN-18,19,30,Normal evening time
887,16,3,05-JUN-18,14,30,Normal day time
888,16,3,06-JUN-18,19,30,Normal evening time
889,16,3,06-JUN-18,14,30,Normal day time
890,16,3,07-JUN-18,18,45,Earlier start evening
891,16,3,07-JUN-18,14,0,Earlier start day time
892,17,4,01-JUN-18,19,30,Normal evening time
893,17,4,02-JUN-18,19,30,Normal evening time
894,17,4,03-JUN-18,19,30,Normal evening time
895,17,4,03-JUN-18,14,30,Normal day time
896,17,4,04-JUN-18,19,30,Normal evening time
897,17,4,05-JUN-18,19,30,Normal evening time
898,17,4,05-JUN-18,14,30,Normal day time
899,17,4,06-JUN-18,19,30,Normal evening time
900,17,4,06-JUN-18,14,30,Normal day time
901,17,4,07-JUN-18,18,45,Earlier start evening
902,17,4,07-JUN-18,14,0,Earlier start day time
903,18,5,01-JUN-18,19,30,Normal evening time
904,18,5,02-JUN-18,19,30,Normal evening time
905,18,5,03-JUN-18,19,30,Normal evening time
906,18,5,03-JUN-18,14,30,Normal day time
907,18,5,04-JUN-18,19,30,Normal evening time
908,18,5,05-JUN-18,19,30,Normal evening time
909,18,5,05-JUN-18,14,30,Normal day time
910,18,5,06-JUN-18,19,30,Normal evening time
911,18,5,06-JUN-18,14,30,Normal day time
912,18,5,07-JUN-18,18,45,Earlier start evening
913,18,5,07-JUN-18,14,0,Earlier start day time
914,19,6,01-JUN-18,19,30,Normal evening time
915,19,6,02-JUN-18,19,30,Normal evening time
916,19,6,03-JUN-18,19,30,Normal evening time
917,19,6,03-JUN-18,14,30,Normal day time
918,19,6,04-JUN-18,19,30,Normal evening time
919,19,6,05-JUN-18,19,30,Normal evening time
920,19,6,05-JUN-18,14,30,Normal day time
921,19,6,06-JUN-18,19,30,Normal evening time
922,19,6,06-JUN-18,14,30,Normal day time
923,19,6,07-JUN-18,18,45,Earlier start evening
924,19,6,07-JUN-18,14,0,Earlier start day time
925,15,1,08-JUN-18,19,30,Normal evening time
926,15,1,09-JUN-18,19,30,Normal evening time
927,15,1,10-JUN-18,19,30,Normal evening time
928,15,1,10-JUN-18,14,30,Normal day time
929,15,1,11-JUN-18,19,30,Normal evening time
930,15,1,12-JUN-18,19,30,Normal evening time
931,15,1,12-JUN-18,14,30,Normal day time
932,15,1,13-JUN-18,19,30,Normal evening time
933,15,1,13-JUN-18,14,30,Normal day time
934,15,1,14-JUN-18,18,45,Earlier start evening
935,15,1,14-JUN-18,14,0,Earlier start day time
936,16,2,08-JUN-18,19,30,Normal evening time
937,16,2,09-JUN-18,19,30,Normal evening time
938,16,2,10-JUN-18,19,30,Normal evening time
939,16,2,10-JUN-18,14,30,Normal day time
940,16,2,11-JUN-18,19,30,Normal evening time
941,16,2,12-JUN-18,19,30,Normal evening time
942,16,2,12-JUN-18,14,30,Normal day time
943,16,2,13-JUN-18,19,30,Normal evening time
944,16,2,13-JUN-18,14,30,Normal day time
945,16,2,14-JUN-18,18,45,Earlier start evening
946,16,2,14-JUN-18,14,0,Earlier start day time
947,17,3,08-JUN-18,19,30,Normal evening time
948,17,3,09-JUN-18,19,30,Normal evening time
949,17,3,10-JUN-18,19,30,Normal evening time
950,17,3,10-JUN-18,14,30,Normal day time
951,17,3,11-JUN-18,19,30,Normal evening time
952,17,3,12-JUN-18,19,30,Normal evening time
953,17,3,12-JUN-18,14,30,Normal day time
954,17,3,13-JUN-18,19,30,Normal evening time
955,17,3,13-JUN-18,14,30,Normal day time
956,17,3,14-JUN-18,18,45,Earlier start evening
957,17,3,14-JUN-18,14,0,Earlier start day time
958,18,4,08-JUN-18,19,30,Normal evening time
959,18,4,09-JUN-18,19,30,Normal evening time
960,18,4,10-JUN-18,19,30,Normal evening time
961,18,4,10-JUN-18,14,30,Normal day time
962,18,4,11-JUN-18,19,30,Normal evening time
963,18,4,12-JUN-18,19,30,Normal evening time
964,18,4,12-JUN-18,14,30,Normal day time
965,18,4,13-JUN-18,19,30,Normal evening time
966,18,4,13-JUN-18,14,30,Normal day time
967,18,4,14-JUN-18,18,45,Earlier start evening
968,18,4,14-JUN-18,14,0,Earlier start day time
969,19,5,08-JUN-18,19,30,Normal evening time
970,19,5,09-JUN-18,19,30,Normal evening time
971,19,5,10-JUN-18,19,30,Normal evening time
972,19,5,10-JUN-18,14,30,Normal day time
973,19,5,11-JUN-18,19,30,Normal evening time
974,19,5,12-JUN-18,19,30,Normal evening time
975,19,5,12-JUN-18,14,30,Normal day time
976,19,5,13-JUN-18,19,30,Normal evening time
977,19,5,13-JUN-18,14,30,Normal day time
978,19,5,14-JUN-18,18,45,Earlier start evening
979,19,5,14-JUN-18,14,0,Earlier start day time
980,20,6,08-JUN-18,19,30,Normal evening time
981,20,6,09-JUN-18,19,30,Normal evening time
982,20,6,10-JUN-18,19,30,Normal evening time
983,20,6,10-JUN-18,14,30,Normal day time
984,20,6,11-JUN-18,19,30,Normal evening time
985,20,6,12-JUN-18,19,30,Normal evening time
986,20,6,12-JUN-18,14,30,Normal day time
987,20,6,13-JUN-18,19,30,Normal evening time
988,20,6,13-JUN-18,14,30,Normal day time
989,20,6,14-JUN-18,18,45,Earlier start evening
990,20,6,14-JUN-18,14,0,Earlier start day time
991,16,1,15-JUN-18,19,30,Normal evening time
992,16,1,16-JUN-18,19,30,Normal evening time
993,16,1,17-JUN-18,19,30,Normal evening time
994,16,1,17-JUN-18,14,30,Normal day time
995,16,1,18-JUN-18,19,30,Normal evening time
996,16,1,19-JUN-18,19,30,Normal evening time
997,16,1,19-JUN-18,14,30,Normal day time
998,16,1,20-JUN-18,19,30,Normal evening time
999,16,1,20-JUN-18,14,30,Normal day time
1000,16,1,21-JUN-18,18,45,Earlier start evening
1001,16,1,21-JUN-18,14,0,Earlier start day time
1002,17,2,15-JUN-18,19,30,Normal evening time
1003,17,2,16-JUN-18,19,30,Normal evening time
1004,17,2,17-JUN-18,19,30,Normal evening time
1005,17,2,17-JUN-18,14,30,Normal day time
1006,17,2,18-JUN-18,19,30,Normal evening time
1007,17,2,19-JUN-18,19,30,Normal evening time
1008,17,2,19-JUN-18,14,30,Normal day time
1009,17,2,20-JUN-18,19,30,Normal evening time
1010,17,2,20-JUN-18,14,30,Normal day time
1011,17,2,21-JUN-18,18,45,Earlier start evening
1012,17,2,21-JUN-18,14,0,Earlier start day time
1013,18,3,15-JUN-18,19,30,Normal evening time
1014,18,3,16-JUN-18,19,30,Normal evening time
1015,18,3,17-JUN-18,19,30,Normal evening time
1016,18,3,17-JUN-18,14,30,Normal day time
1017,18,3,18-JUN-18,19,30,Normal evening time
1018,18,3,19-JUN-18,19,30,Normal evening time
1019,18,3,19-JUN-18,14,30,Normal day time
1020,18,3,20-JUN-18,19,30,Normal evening time
1021,18,3,20-JUN-18,14,30,Normal day time
1022,18,3,21-JUN-18,18,45,Earlier start evening
1023,18,3,21-JUN-18,14,0,Earlier start day time
1024,19,4,15-JUN-18,19,30,Normal evening time
1025,19,4,16-JUN-18,19,30,Normal evening time
1026,19,4,17-JUN-18,19,30,Normal evening time
1027,19,4,17-JUN-18,14,30,Normal day time
1028,19,4,18-JUN-18,19,30,Normal evening time
1029,19,4,19-JUN-18,19,30,Normal evening time
1030,19,4,19-JUN-18,14,30,Normal day time
1031,19,4,20-JUN-18,19,30,Normal evening time
1032,19,4,20-JUN-18,14,30,Normal day time
1033,19,4,21-JUN-18,18,45,Earlier start evening
1034,19,4,21-JUN-18,14,0,Earlier start day time
1035,20,5,15-JUN-18,19,30,Normal evening time
1036,20,5,16-JUN-18,19,30,Normal evening time
1037,20,5,17-JUN-18,19,30,Normal evening time
1038,20,5,17-JUN-18,14,30,Normal day time
1039,20,5,18-JUN-18,19,30,Normal evening time
1040,20,5,19-JUN-18,19,30,Normal evening time
1041,20,5,19-JUN-18,14,30,Normal day time
1042,20,5,20-JUN-18,19,30,Normal evening time
1043,20,5,20-JUN-18,14,30,Normal day time
1044,20,5,21-JUN-18,18,45,Earlier start evening
1045,20,5,21-JUN-18,14,0,Earlier start day time
1046,21,6,15-JUN-18,19,30,Normal evening time
1047,21,6,16-JUN-18,19,30,Normal evening time
1048,21,6,17-JUN-18,19,30,Normal evening time
1049,21,6,17-JUN-18,14,30,Normal day time
1050,21,6,18-JUN-18,19,30,Normal evening time
1051,21,6,19-JUN-18,19,30,Normal evening time
1052,21,6,19-JUN-18,14,30,Normal day time
1053,21,6,20-JUN-18,19,30,Normal evening time
1054,21,6,20-JUN-18,14,30,Normal day time
1055,21,6,21-JUN-18,18,45,Earlier start evening
1056,21,6,21-JUN-18,14,0,Earlier start day time
1057,17,1,22-JUN-18,19,30,Normal evening time
1058,17,1,23-JUN-18,19,30,Normal evening time
1059,17,1,24-JUN-18,19,30,Normal evening time
1060,17,1,24-JUN-18,14,30,Normal day time
1061,17,1,25-JUN-18,19,30,Normal evening time
1062,17,1,26-JUN-18,19,30,Normal evening time
1063,17,1,26-JUN-18,14,30,Normal day time
1064,17,1,27-JUN-18,19,30,Normal evening time
1065,17,1,27-JUN-18,14,30,Normal day time
1066,17,1,28-JUN-18,18,45,Earlier start evening
1067,17,1,28-JUN-18,14,0,Earlier start day time
1068,18,2,22-JUN-18,19,30,Normal evening time
1069,18,2,23-JUN-18,19,30,Normal evening time
1070,18,2,24-JUN-18,19,30,Normal evening time
1071,18,2,24-JUN-18,14,30,Normal day time
1072,18,2,25-JUN-18,19,30,Normal evening time
1073,18,2,26-JUN-18,19,30,Normal evening time
1074,18,2,26-JUN-18,14,30,Normal day time
1075,18,2,27-JUN-18,19,30,Normal evening time
1076,18,2,27-JUN-18,14,30,Normal day time
1077,18,2,28-JUN-18,18,45,Earlier start evening
1078,18,2,28-JUN-18,14,0,Earlier start day time
1079,19,3,22-JUN-18,19,30,Normal evening time
1080,19,3,23-JUN-18,19,30,Normal evening time
1081,19,3,24-JUN-18,19,30,Normal evening time
1082,19,3,24-JUN-18,14,30,Normal day time
1083,19,3,25-JUN-18,19,30,Normal evening time
1084,19,3,26-JUN-18,19,30,Normal evening time
1085,19,3,26-JUN-18,14,30,Normal day time
1086,19,3,27-JUN-18,19,30,Normal evening time
1087,19,3,27-JUN-18,14,30,Normal day time
1088,19,3,28-JUN-18,18,45,Earlier start evening
1089,19,3,28-JUN-18,14,0,Earlier start day time
1090,20,4,22-JUN-18,19,30,Normal evening time
1091,20,4,23-JUN-18,19,30,Normal evening time
1092,20,4,24-JUN-18,19,30,Normal evening time
1093,20,4,24-JUN-18,14,30,Normal day time
1094,20,4,25-JUN-18,19,30,Normal evening time
1095,20,4,26-JUN-18,19,30,Normal evening time
1096,20,4,26-JUN-18,14,30,Normal day time
1097,20,4,27-JUN-18,19,30,Normal evening time
1098,20,4,27-JUN-18,14,30,Normal day time
1099,20,4,28-JUN-18,18,45,Earlier start evening
1100,20,4,28-JUN-18,14,0,Earlier start day time
1101,21,5,22-JUN-18,19,30,Normal evening time
1102,21,5,23-JUN-18,19,30,Normal evening time
1103,21,5,24-JUN-18,19,30,Normal evening time
1104,21,5,24-JUN-18,14,30,Normal day time
1105,21,5,25-JUN-18,19,30,Normal evening time
1106,21,5,26-JUN-18,19,30,Normal evening time
1107,21,5,26-JUN-18,14,30,Normal day time
1108,21,5,27-JUN-18,19,30,Normal evening time
1109,21,5,27-JUN-18,14,30,Normal day time
1110,21,5,28-JUN-18,18,45,Earlier start evening
1111,21,5,28-JUN-18,14,0,Earlier start day time
1112,22,6,22-JUN-18,19,30,Normal evening time
1113,22,6,23-JUN-18,19,30,Normal evening time
1114,22,6,24-JUN-18,19,30,Normal evening time
1115,22,6,24-JUN-18,14,30,Normal day time
1116,22,6,25-JUN-18,19,30,Normal evening time
1117,22,6,26-JUN-18,19,30,Normal evening time
1118,22,6,26-JUN-18,14,30,Normal day time
1119,22,6,27-JUN-18,19,30,Normal evening time
1120,22,6,27-JUN-18,14,30,Normal day time
1121,22,6,28-JUN-18,18,45,Earlier start evening
1122,22,6,28-JUN-18,14,0,Earlier start day time
1123,18,1,29-JUN-18,19,30,Normal evening time
1124,18,1,30-JUN-18,19,30,Normal evening time
1125,18,1,01-JUL-18,19,30,Normal evening time
1126,18,1,01-JUL-18,14,30,Normal day time
1127,18,1,02-JUL-18,19,30,Normal evening time
1128,18,1,03-JUL-18,19,30,Normal evening time
1129,18,1,03-JUL-18,14,30,Normal day time
1130,18,1,04-JUL-18,19,30,Normal evening time
1131,18,1,04-JUL-18,14,30,Normal day time
1132,18,1,05-JUL-18,18,45,Earlier start evening
1133,18,1,05-JUL-18,14,0,Earlier start day time
1134,19,2,29-JUN-18,19,30,Normal evening time
1135,19,2,30-JUN-18,19,30,Normal evening time
1136,19,2,01-JUL-18,19,30,Normal evening time
1137,19,2,01-JUL-18,14,30,Normal day time
1138,19,2,02-JUL-18,19,30,Normal evening time
1139,19,2,03-JUL-18,19,30,Normal evening time
1140,19,2,03-JUL-18,14,30,Normal day time
1141,19,2,04-JUL-18,19,30,Normal evening time
1142,19,2,04-JUL-18,14,30,Normal day time
1143,19,2,05-JUL-18,18,45,Earlier start evening
1144,19,2,05-JUL-18,14,0,Earlier start day time
1145,20,3,29-JUN-18,19,30,Normal evening time
1146,20,3,30-JUN-18,19,30,Normal evening time
1147,20,3,01-JUL-18,19,30,Normal evening time
1148,20,3,01-JUL-18,14,30,Normal day time
1149,20,3,02-JUL-18,19,30,Normal evening time
1150,20,3,03-JUL-18,19,30,Normal evening time
1151,20,3,03-JUL-18,14,30,Normal day time
1152,20,3,04-JUL-18,19,30,Normal evening time
1153,20,3,04-JUL-18,14,30,Normal day time
1154,20,3,05-JUL-18,18,45,Earlier start evening
1155,20,3,05-JUL-18,14,0,Earlier start day time
1156,21,4,29-JUN-18,19,30,Normal evening time
1157,21,4,30-JUN-18,19,30,Normal evening time
1158,21,4,01-JUL-18,19,30,Normal evening time
1159,21,4,01-JUL-18,14,30,Normal day time
1160,21,4,02-JUL-18,19,30,Normal evening time
1161,21,4,03-JUL-18,19,30,Normal evening time
1162,21,4,03-JUL-18,14,30,Normal day time
1163,21,4,04-JUL-18,19,30,Normal evening time
1164,21,4,04-JUL-18,14,30,Normal day time
1165,21,4,05-JUL-18,18,45,Earlier start evening
1166,21,4,05-JUL-18,14,0,Earlier start day time
1167,22,5,29-JUN-18,19,30,Normal evening time
1168,22,5,30-JUN-18,19,30,Normal evening time
1169,22,5,01-JUL-18,19,30,Normal evening time
1170,22,5,01-JUL-18,14,30,Normal day time
1171,22,5,02-JUL-18,19,30,Normal evening time
1172,22,5,03-JUL-18,19,30,Normal evening time
1173,22,5,03-JUL-18,14,30,Normal day time
1174,22,5,04-JUL-18,19,30,Normal evening time
1175,22,5,04-JUL-18,14,30,Normal day time
1176,22,5,05-JUL-18,18,45,Earlier start evening
1177,22,5,05-JUL-18,14,0,Earlier start day time
1178,23,6,29-JUN-18,19,30,Normal evening time
1179,23,6,30-JUN-18,19,30,Normal evening time
1180,23,6,01-JUL-18,19,30,Normal evening time
1181,23,6,01-JUL-18,14,30,Normal day time
1182,23,6,02-JUL-18,19,30,Normal evening time
1183,23,6,03-JUL-18,19,30,Normal evening time
1184,23,6,03-JUL-18,14,30,Normal day time
1185,23,6,04-JUL-18,19,30,Normal evening time
1186,23,6,04-JUL-18,14,30,Normal day time
1187,23,6,05-JUL-18,18,45,Earlier start evening
1188,23,6,05-JUL-18,14,0,Earlier start day time
1189,19,1,06-JUL-18,19,30,Normal evening time
1190,19,1,07-JUL-18,19,30,Normal evening time
1191,19,1,08-JUL-18,19,30,Normal evening time
1192,19,1,08-JUL-18,14,30,Normal day time
1193,19,1,09-JUL-18,19,30,Normal evening time
1194,19,1,10-JUL-18,19,30,Normal evening time
1195,19,1,10-JUL-18,14,30,Normal day time
1196,19,1,11-JUL-18,19,30,Normal evening time
1197,19,1,11-JUL-18,14,30,Normal day time
1198,19,1,12-JUL-18,18,45,Earlier start evening
1199,19,1,12-JUL-18,14,0,Earlier start day time
1200,20,2,06-JUL-18,19,30,Normal evening time
1201,20,2,07-JUL-18,19,30,Normal evening time
1202,20,2,08-JUL-18,19,30,Normal evening time
1203,20,2,08-JUL-18,14,30,Normal day time
1204,20,2,09-JUL-18,19,30,Normal evening time
1205,20,2,10-JUL-18,19,30,Normal evening time
1206,20,2,10-JUL-18,14,30,Normal day time
1207,20,2,11-JUL-18,19,30,Normal evening time
1208,20,2,11-JUL-18,14,30,Normal day time
1209,20,2,12-JUL-18,18,45,Earlier start evening
1210,20,2,12-JUL-18,14,0,Earlier start day time
1211,21,3,06-JUL-18,19,30,Normal evening time
1212,21,3,07-JUL-18,19,30,Normal evening time
1213,21,3,08-JUL-18,19,30,Normal evening time
1214,21,3,08-JUL-18,14,30,Normal day time
1215,21,3,09-JUL-18,19,30,Normal evening time
1216,21,3,10-JUL-18,19,30,Normal evening time
1217,21,3,10-JUL-18,14,30,Normal day time
1218,21,3,11-JUL-18,19,30,Normal evening time
1219,21,3,11-JUL-18,14,30,Normal day time
1220,21,3,12-JUL-18,18,45,Earlier start evening
1221,21,3,12-JUL-18,14,0,Earlier start day time
1222,22,4,06-JUL-18,19,30,Normal evening time
1223,22,4,07-JUL-18,19,30,Normal evening time
1224,22,4,08-JUL-18,19,30,Normal evening time
1225,22,4,08-JUL-18,14,30,Normal day time
1226,22,4,09-JUL-18,19,30,Normal evening time
1227,22,4,10-JUL-18,19,30,Normal evening time
1228,22,4,10-JUL-18,14,30,Normal day time
1229,22,4,11-JUL-18,19,30,Normal evening time
1230,22,4,11-JUL-18,14,30,Normal day time
1231,22,4,12-JUL-18,18,45,Earlier start evening
1232,22,4,12-JUL-18,14,0,Earlier start day time
1233,23,5,06-JUL-18,19,30,Normal evening time
1234,23,5,07-JUL-18,19,30,Normal evening time
1235,23,5,08-JUL-18,19,30,Normal evening time
1236,23,5,08-JUL-18,14,30,Normal day time
1237,23,5,09-JUL-18,19,30,Normal evening time
1238,23,5,10-JUL-18,19,30,Normal evening time
1239,23,5,10-JUL-18,14,30,Normal day time
1240,23,5,11-JUL-18,19,30,Normal evening time
1241,23,5,11-JUL-18,14,30,Normal day time
1242,23,5,12-JUL-18,18,45,Earlier start evening
1243,23,5,12-JUL-18,14,0,Earlier start day time
1244,24,6,06-JUL-18,19,30,Normal evening time
1245,24,6,07-JUL-18,19,30,Normal evening time
1246,24,6,08-JUL-18,19,30,Normal evening time
1247,24,6,08-JUL-18,14,30,Normal day time
1248,24,6,09-JUL-18,19,30,Normal evening time
1249,24,6,10-JUL-18,19,30,Normal evening time
1250,24,6,10-JUL-18,14,30,Normal day time
1251,24,6,11-JUL-18,19,30,Normal evening time
1252,24,6,11-JUL-18,14,30,Normal day time
1253,24,6,12-JUL-18,18,45,Earlier start evening
1254,24,6,12-JUL-18,14,0,Earlier start day time
1255,20,1,13-JUL-18,19,30,Normal evening time
1256,20,1,14-JUL-18,19,30,Normal evening time
1257,20,1,15-JUL-18,19,30,Normal evening time
1258,20,1,15-JUL-18,14,30,Normal day time
1259,20,1,16-JUL-18,19,30,Normal evening time
1260,20,1,17-JUL-18,19,30,Normal evening time
1261,20,1,17-JUL-18,14,30,Normal day time
1262,20,1,18-JUL-18,19,30,Normal evening time
1263,20,1,18-JUL-18,14,30,Normal day time
1264,20,1,19-JUL-18,18,45,Earlier start evening
1265,20,1,19-JUL-18,14,0,Earlier start day time
1266,21,2,13-JUL-18,19,30,Normal evening time
1267,21,2,14-JUL-18,19,30,Normal evening time
1268,21,2,15-JUL-18,19,30,Normal evening time
1269,21,2,15-JUL-18,14,30,Normal day time
1270,21,2,16-JUL-18,19,30,Normal evening time
1271,21,2,17-JUL-18,19,30,Normal evening time
1272,21,2,17-JUL-18,14,30,Normal day time
1273,21,2,18-JUL-18,19,30,Normal evening time
1274,21,2,18-JUL-18,14,30,Normal day time
1275,21,2,19-JUL-18,18,45,Earlier start evening
1276,21,2,19-JUL-18,14,0,Earlier start day time
1277,22,3,13-JUL-18,19,30,Normal evening time
1278,22,3,14-JUL-18,19,30,Normal evening time
1279,22,3,15-JUL-18,19,30,Normal evening time
1280,22,3,15-JUL-18,14,30,Normal day time
1281,22,3,16-JUL-18,19,30,Normal evening time
1282,22,3,17-JUL-18,19,30,Normal evening time
1283,22,3,17-JUL-18,14,30,Normal day time
1284,22,3,18-JUL-18,19,30,Normal evening time
1285,22,3,18-JUL-18,14,30,Normal day time
1286,22,3,19-JUL-18,18,45,Earlier start evening
1287,22,3,19-JUL-18,14,0,Earlier start day time
1288,23,4,13-JUL-18,19,30,Normal evening time
1289,23,4,14-JUL-18,19,30,Normal evening time
1290,23,4,15-JUL-18,19,30,Normal evening time
1291,23,4,15-JUL-18,14,30,Normal day time
1292,23,4,16-JUL-18,19,30,Normal evening time
1293,23,4,17-JUL-18,19,30,Normal evening time
1294,23,4,17-JUL-18,14,30,Normal day time
1295,23,4,18-JUL-18,19,30,Normal evening time
1296,23,4,18-JUL-18,14,30,Normal day time
1297,23,4,19-JUL-18,18,45,Earlier start evening
1298,23,4,19-JUL-18,14,0,Earlier start day time
1299,24,5,13-JUL-18,19,30,Normal evening time
1300,24,5,14-JUL-18,19,30,Normal evening time
1301,24,5,15-JUL-18,19,30,Normal evening time
1302,24,5,15-JUL-18,14,30,Normal day time
1303,24,5,16-JUL-18,19,30,Normal evening time
1304,24,5,17-JUL-18,19,30,Normal evening time
1305,24,5,17-JUL-18,14,30,Normal day time
1306,24,5,18-JUL-18,19,30,Normal evening time
1307,24,5,18-JUL-18,14,30,Normal day time
1308,24,5,19-JUL-18,18,45,Earlier start evening
1309,24,5,19-JUL-18,14,0,Earlier start day time
1310,25,6,13-JUL-18,19,30,Normal evening time
1311,25,6,14-JUL-18,19,30,Normal evening time
1312,25,6,15-JUL-18,19,30,Normal evening time
1313,25,6,15-JUL-18,14,30,Normal day time
1314,25,6,16-JUL-18,19,30,Normal evening time
1315,25,6,17-JUL-18,19,30,Normal evening time
1316,25,6,17-JUL-18,14,30,Normal day time
1317,25,6,18-JUL-18,19,30,Normal evening time
1318,25,6,18-JUL-18,14,30,Normal day time
1319,25,6,19-JUL-18,18,45,Earlier start evening
1320,25,6,19-JUL-18,14,0,Earlier start day time
1321,21,1,20-JUL-18,19,30,Normal evening time
1322,21,1,21-JUL-18,19,30,Normal evening time
1323,21,1,22-JUL-18,19,30,Normal evening time
1324,21,1,22-JUL-18,14,30,Normal day time
1325,21,1,23-JUL-18,19,30,Normal evening time
1326,21,1,24-JUL-18,19,30,Normal evening time
1327,21,1,24-JUL-18,14,30,Normal day time
1328,21,1,25-JUL-18,19,30,Normal evening time
1329,21,1,25-JUL-18,14,30,Normal day time
1330,21,1,26-JUL-18,18,45,Earlier start evening
1331,21,1,26-JUL-18,14,0,Earlier start day time
1332,22,2,20-JUL-18,19,30,Normal evening time
1333,22,2,21-JUL-18,19,30,Normal evening time
1334,22,2,22-JUL-18,19,30,Normal evening time
1335,22,2,22-JUL-18,14,30,Normal day time
1336,22,2,23-JUL-18,19,30,Normal evening time
1337,22,2,24-JUL-18,19,30,Normal evening time
1338,22,2,24-JUL-18,14,30,Normal day time
1339,22,2,25-JUL-18,19,30,Normal evening time
1340,22,2,25-JUL-18,14,30,Normal day time
1341,22,2,26-JUL-18,18,45,Earlier start evening
1342,22,2,26-JUL-18,14,0,Earlier start day time
1343,23,3,20-JUL-18,19,30,Normal evening time
1344,23,3,21-JUL-18,19,30,Normal evening time
1345,23,3,22-JUL-18,19,30,Normal evening time
1346,23,3,22-JUL-18,14,30,Normal day time
1347,23,3,23-JUL-18,19,30,Normal evening time
1348,23,3,24-JUL-18,19,30,Normal evening time
1349,23,3,24-JUL-18,14,30,Normal day time
1350,23,3,25-JUL-18,19,30,Normal evening time
1351,23,3,25-JUL-18,14,30,Normal day time
1352,23,3,26-JUL-18,18,45,Earlier start evening
1353,23,3,26-JUL-18,14,0,Earlier start day time
1354,24,4,20-JUL-18,19,30,Normal evening time
1355,24,4,21-JUL-18,19,30,Normal evening time
1356,24,4,22-JUL-18,19,30,Normal evening time
1357,24,4,22-JUL-18,14,30,Normal day time
1358,24,4,23-JUL-18,19,30,Normal evening time
1359,24,4,24-JUL-18,19,30,Normal evening time
1360,24,4,24-JUL-18,14,30,Normal day time
1361,24,4,25-JUL-18,19,30,Normal evening time
1362,24,4,25-JUL-18,14,30,Normal day time
1363,24,4,26-JUL-18,18,45,Earlier start evening
1364,24,4,26-JUL-18,14,0,Earlier start day time
1365,25,5,20-JUL-18,19,30,Normal evening time
1366,25,5,21-JUL-18,19,30,Normal evening time
1367,25,5,22-JUL-18,19,30,Normal evening time
1368,25,5,22-JUL-18,14,30,Normal day time
1369,25,5,23-JUL-18,19,30,Normal evening time
1370,25,5,24-JUL-18,19,30,Normal evening time
1371,25,5,24-JUL-18,14,30,Normal day time
1372,25,5,25-JUL-18,19,30,Normal evening time
1373,25,5,25-JUL-18,14,30,Normal day time
1374,25,5,26-JUL-18,18,45,Earlier start evening
1375,25,5,26-JUL-18,14,0,Earlier start day time
1376,26,6,20-JUL-18,19,30,Normal evening time
1377,26,6,21-JUL-18,19,30,Normal evening time
1378,26,6,22-JUL-18,19,30,Normal evening time
1379,26,6,22-JUL-18,14,30,Normal day time
1380,26,6,23-JUL-18,19,30,Normal evening time
1381,26,6,24-JUL-18,19,30,Normal evening time
1382,26,6,24-JUL-18,14,30,Normal day time
1383,26,6,25-JUL-18,19,30,Normal evening time
1384,26,6,25-JUL-18,14,30,Normal day time
1385,26,6,26-JUL-18,18,45,Earlier start evening
1386,26,6,26-JUL-18,14,0,Earlier start day time
